Account_Owner__c,Amount,Area__c,BigMachines__Line_Items__c,CloseDate,Country__c,CreatedById,CreatedDate,Currency_Rate__c,CurrencyIsoCode,Days_Until_Modified__c,Duration_at_Stage1__c,Duration_at_Stage2__c,Earliest_Delivery_Commence_Date__c,Eligible_for_Fast_Track__c,HasOpportunityLineItem,Id,IsWon,LastModifiedDate,LoB_Services__c,Pricebook2Id,Retail__c,Stage_Change_Date__c,Sub_Area__c,WNC_Region__c
390,8214.0,22,4,679,139,7,18239,1.0,30,-343.0,9,0,1010,0,1,13763,0,2860,1,1,0,577,45,0
378,3040.0,22,4,679,139,7,18239,1.0,30,-343.0,9,0,1010,0,1,13764,0,2860,1,1,0,577,45,0
342,18156.0,22,2,679,139,7,18240,1.0,30,-343.0,9,0,1010,0,1,13748,0,2994,1,1,0,577,45,0
390,,22,0,679,139,7,18240,1.0,30,-352.0,10,0,1080,0,0,13749,0,4151,0,2,0,578,45,0
395,19667.0,22,3,679,139,7,18241,1.0,30,-343.0,9,0,1010,0,1,13765,0,3993,1,1,0,577,45,0
361,,22,0,679,139,7,18241,1.0,30,-352.0,10,0,1080,0,0,13766,0,4486,0,2,0,578,45,0
361,20559.0,22,3,679,139,7,18241,1.0,30,-343.0,9,0,1010,0,1,13767,0,4486,1,1,0,577,45,0
322,31114.0,22,4,679,139,7,18242,1.0,30,-343.0,9,0,1010,0,1,13768,0,4257,1,1,0,577,45,0
475,5108.0,22,2,679,139,7,18242,1.0,30,-343.0,9,0,1010,0,1,13769,0,2886,1,1,0,577,45,0
385,201422.0,22,3,679,139,7,18242,1.0,30,-352.0,0,0,1010,0,1,13770,0,2886,1,1,0,567,45,0
334,42300.0,22,1,679,139,7,18243,1.0,30,-352.0,0,0,1010,0,1,13771,0,4151,1,1,0,567,45,0
12,102358.0,22,2,679,139,7,18243,1.0,30,-352.0,0,0,1010,0,1,13772,0,2893,1,1,0,567,45,0
371,98047.0,22,3,679,139,7,18243,1.0,30,-352.0,0,0,1010,0,1,13773,0,3070,1,1,0,567,45,0
380,789126.0,22,3,679,139,7,18244,1.0,30,-352.0,0,0,1010,0,1,13774,0,2518,1,1,0,567,45,0
377,5250.0,22,2,679,139,7,18244,1.0,30,-352.0,0,0,1010,0,1,13775,0,2518,1,1,0,567,45,0
234,177628.0,22,4,679,139,7,18245,1.0,30,-352.0,0,0,1010,0,1,13776,0,2879,1,1,0,567,45,0
390,4067.0,22,2,679,139,7,18245,1.0,30,-352.0,0,0,1010,0,1,13777,0,2880,1,1,0,567,45,0
334,576.0,22,1,679,139,7,18245,1.0,30,-352.0,0,0,1010,0,1,13778,0,3706,1,1,0,567,45,0
325,857.0,22,1,679,139,7,18246,1.0,30,-352.0,0,0,1010,0,1,13779,0,804,1,1,0,567,45,0
334,546.0,22,1,679,139,7,18246,1.0,30,-352.0,0,0,1010,0,1,13780,0,3293,1,1,0,567,45,0
441,47405.0,22,1,679,139,7,18246,1.0,30,-343.0,9,0,1010,0,1,13781,0,4379,1,1,0,577,45,0
390,16447.0,22,3,679,139,7,18247,1.0,30,-343.0,9,0,1010,0,1,13785,0,2873,1,1,0,577,45,0
352,1336495.0,22,8,679,139,7,18247,1.0,30,-352.0,10,0,1010,0,1,13786,0,2875,1,1,0,578,45,0
352,,22,0,679,139,7,18248,1.0,30,-352.0,10,0,1080,0,0,13787,0,2542,0,2,0,578,45,0
352,125711.0,22,6,679,139,7,18248,1.0,30,-352.0,10,0,1010,0,1,13788,0,2902,1,1,0,578,45,0
390,3761.0,22,2,679,139,7,18248,1.0,30,-343.0,9,0,1010,0,1,13789,0,3609,1,1,0,577,45,0
368,1000.0,22,1,679,139,7,18249,1.0,30,-343.0,9,0,1010,0,1,13790,0,3603,1,1,0,577,45,0
380,,22,0,679,139,7,18249,1.0,30,-352.0,10,0,1080,0,0,13791,0,1989,0,2,0,578,45,0
380,51722.0,22,6,679,139,7,18249,1.0,30,-352.0,10,0,1010,0,1,13792,0,2897,1,1,0,578,45,0
374,2000.0,22,1,679,139,7,18250,1.0,30,-343.0,9,0,1010,0,1,13685,0,4023,1,1,0,577,45,0
378,3286.0,22,2,679,139,7,18250,1.0,30,-343.0,9,0,1010,0,1,13686,0,2760,1,1,0,577,45,0
334,,22,0,679,139,7,18251,1.0,30,-343.0,9,0,1080,0,0,13782,0,4293,0,2,0,577,45,0
334,,22,0,679,139,7,18251,1.0,30,-343.0,9,0,1080,0,0,13783,0,4293,0,2,0,577,45,0
334,433219.0,22,5,679,139,7,18251,1.0,30,-343.0,9,0,1010,0,1,13784,0,4293,1,1,0,577,45,0
334,201859.0,22,2,679,139,7,18252,1.0,30,-343.0,9,0,1010,0,1,13703,0,4293,1,1,0,577,45,0
322,11797.0,22,3,679,139,7,18252,1.0,30,-352.0,0,0,1010,0,1,13704,0,4159,1,1,0,567,45,0
0,2500.0,22,1,679,139,7,18252,1.0,30,-343.0,9,0,1010,0,1,13793,0,2872,1,1,0,577,45,0
390,1674.0,22,1,679,139,7,18253,1.0,30,-343.0,9,0,1010,0,1,13634,0,4361,1,1,0,577,45,0
229,11121.0,17,2,709,139,270,18254,1.0,30,-335.0,0,0,1060,1,1,13803,1,3525,1,0,1,55,45,0
475,4533.0,22,2,679,139,7,18255,1.0,30,-343.0,9,0,1010,0,1,13804,0,4184,1,1,0,577,45,0
361,137828.0,22,3,679,139,7,18255,1.0,30,-343.0,9,0,1010,0,1,13805,0,2900,1,1,0,577,45,0
218,32484.0,22,2,679,139,7,18256,1.0,30,-343.0,9,0,1010,0,1,13806,0,2765,1,1,0,577,45,0
357,13752.0,22,2,679,139,7,18256,1.0,30,-343.0,9,0,1010,0,1,13807,0,2863,1,1,0,577,45,0
367,14751.0,22,1,679,139,7,18256,1.0,30,-343.0,9,0,1010,0,1,13808,0,2863,1,1,0,577,45,0
374,85735.0,22,3,679,139,7,18257,1.0,30,-343.0,9,0,1010,0,1,13809,0,2517,1,1,0,577,45,0
295,16057.0,22,2,679,139,7,18257,1.0,30,-343.0,9,0,1010,0,1,13810,0,2517,1,1,0,577,45,0
324,7233.0,22,3,679,139,7,18257,1.0,30,-343.0,9,0,1010,0,1,13811,0,3870,1,1,0,577,45,0
351,29700.0,22,2,679,139,7,18258,1.0,30,-352.0,10,0,1010,0,1,13812,0,158,1,1,0,578,45,0
342,,22,0,679,139,7,18258,1.0,30,-352.0,10,0,1080,0,0,13813,0,2994,0,2,0,578,45,0
334,2088.0,22,1,679,139,7,18259,1.0,30,-343.0,9,0,1010,0,1,13814,0,4435,1,1,0,577,45,0
333,,22,0,679,139,7,18259,1.0,30,-352.0,10,0,1080,0,0,13815,0,125,0,2,0,578,45,0
333,65645.0,22,5,679,139,7,18259,1.0,30,-352.0,10,0,1010,0,1,13816,0,2879,1,1,0,578,45,0
322,7163.0,22,2,679,139,7,18260,1.0,30,-343.0,9,0,1010,0,1,13817,0,2982,1,1,0,577,45,0
441,154650.0,22,2,679,139,7,18260,1.0,30,-343.0,9,0,1010,0,1,13818,0,2890,1,1,0,577,45,0
334,36225.0,22,2,679,139,7,18260,1.0,30,-343.0,9,0,1010,0,1,13819,0,2741,1,1,0,577,45,0
296,19000.0,22,1,156,139,557,18261,1.0,30,-275.0,0,0,505,0,1,13797,1,3775,0,1,0,109,45,0
334,1806.84,17,2,395,25,271,18262,1.368459,2,-118.0,0,0,237,1,1,13822,0,2837,1,0,1,373,9,0
349,,22,0,679,139,7,18263,1.0,30,-352.0,10,0,1080,0,0,13826,0,709,0,2,0,578,45,0
349,29249.0,22,5,679,139,7,18263,1.0,30,-352.0,10,0,1010,0,1,13827,0,2896,1,1,0,578,45,0
363,20000.0,22,1,679,139,7,18264,1.0,30,-343.0,9,0,1010,0,1,13828,0,3289,1,1,0,577,45,0
351,4500.0,22,1,679,139,7,18264,1.0,30,-343.0,9,0,1010,0,1,13829,0,2758,1,1,0,577,45,0
363,70203.0,22,1,679,139,7,18264,1.0,30,-343.0,9,0,1010,0,1,13830,0,2758,1,1,0,577,45,0
387,290389.0,22,3,679,139,7,18265,1.0,30,-343.0,9,0,1010,0,1,13831,0,2885,1,1,0,577,45,0
374,973.0,22,1,679,139,7,18265,1.0,30,-343.0,9,0,1010,0,1,13832,0,3875,0,1,0,577,45,0
356,4312.0,22,2,679,139,7,18265,1.0,30,-343.0,9,0,1010,0,1,13833,0,4362,1,1,0,577,45,0
336,,22,0,679,139,7,18266,1.0,30,-343.0,9,0,1080,0,0,13834,0,2107,0,2,0,577,45,0
336,,22,0,679,139,7,18266,1.0,30,-343.0,9,0,1080,0,0,13835,0,2107,0,2,0,577,45,0
378,11783.0,22,4,679,139,7,18267,1.0,30,-343.0,9,0,1010,0,1,13823,0,2867,1,1,0,577,45,0
0,1334.0,22,1,679,139,7,18267,1.0,30,-343.0,9,0,1010,0,1,13824,0,2867,0,1,0,577,45,0
374,61592.0,22,3,679,139,7,18267,1.0,30,-352.0,10,0,1010,0,1,13825,0,2867,1,1,0,578,45,0
374,12004.0,22,2,679,139,7,18268,1.0,30,-343.0,9,0,1010,0,1,13836,0,2875,1,1,0,577,45,0
334,135.0,22,1,679,139,7,18268,1.0,30,-343.0,9,0,1010,0,1,13837,0,2875,1,1,0,577,45,0
246,8000.0,22,1,679,139,7,18268,1.0,30,-343.0,9,0,1010,0,1,13838,0,2875,1,1,0,577,45,0
246,46648.0,22,2,679,139,7,18269,1.0,30,-352.0,10,0,1010,0,1,13841,0,2803,1,1,0,578,45,0
347,,22,0,679,139,7,18269,1.0,30,-352.0,10,0,1080,0,0,13842,0,657,0,2,0,578,45,0
347,59253.0,22,4,679,139,7,18269,1.0,30,-343.0,9,0,1010,0,1,13843,0,2767,1,1,0,577,45,0
12,39685.0,22,3,679,139,7,18270,1.0,30,-343.0,9,0,1010,0,1,13844,0,798,1,1,0,577,45,0
358,17346.0,22,2,679,139,7,18270,1.0,30,-343.0,9,0,1010,0,1,13845,0,3692,1,1,0,577,45,0
334,2923.0,22,2,679,139,7,18271,1.0,30,-352.0,10,0,1010,0,1,13846,0,2885,1,1,0,578,45,0
361,,22,0,679,139,7,18271,1.0,30,-352.0,10,0,1080,0,0,13847,0,3628,0,2,0,578,45,0
361,5539.0,22,3,679,139,7,18271,1.0,30,-343.0,9,0,1010,0,1,13848,0,3628,1,1,0,577,45,0
322,21341.0,22,3,679,139,7,18272,1.0,30,-343.0,9,0,1010,0,1,13849,0,3712,1,1,0,577,45,0
361,,22,0,679,139,7,18272,1.0,30,-352.0,10,0,1080,0,0,13850,0,659,0,2,0,578,45,0
361,487656.0,22,6,679,139,7,18272,1.0,30,-352.0,10,0,1010,0,1,13851,0,2864,1,1,0,578,45,0
341,,22,0,679,139,7,18273,1.0,30,-343.0,9,0,1080,0,0,13852,0,3646,0,2,0,577,45,0
341,52134.0,22,6,679,139,7,18273,1.0,30,-352.0,10,0,1010,0,1,13853,0,3646,1,1,0,578,45,0
441,,22,0,679,139,7,18274,1.0,30,-352.0,10,0,1080,0,0,13854,0,853,0,2,0,578,45,0
441,,22,0,679,139,7,18274,1.0,30,-352.0,10,0,1080,0,0,13855,0,853,0,2,0,578,45,0
441,328523.0,22,9,679,139,7,18274,1.0,30,-352.0,10,0,1010,0,1,13856,0,2759,1,1,0,578,45,0
344,15089.0,22,2,679,139,7,18275,1.0,30,-343.0,9,0,1010,0,1,13857,0,3421,1,1,0,577,45,0
350,4045.0,22,1,679,139,7,18275,1.0,30,-343.0,9,0,1010,0,1,13858,0,2901,1,1,0,577,45,0
339,48745.0,22,3,679,139,7,18275,1.0,30,-343.0,9,0,1010,0,1,13859,0,3934,1,1,0,577,45,0
357,2500.0,22,1,679,139,7,18276,1.0,30,-343.0,9,0,1010,0,1,13860,0,2876,1,1,0,577,45,0
395,20291.0,22,2,679,139,7,18276,1.0,30,-343.0,9,0,1010,0,1,13861,0,4179,1,1,0,577,45,0
321,3148.0,22,1,679,139,7,18277,1.0,30,-343.0,9,0,1010,0,1,13862,0,1995,1,1,0,577,45,0
367,10206.0,22,2,679,139,7,18277,1.0,30,-343.0,9,0,1010,0,1,13863,0,637,1,1,0,577,45,0
374,21532.0,22,2,679,139,7,18277,1.0,30,-352.0,10,0,1010,0,1,13864,0,3633,1,1,0,578,45,0
374,,22,0,679,139,7,18278,1.0,30,-352.0,10,0,1080,0,0,13865,0,3633,0,2,0,578,45,0
374,64298.0,22,5,679,139,7,18278,1.0,30,-352.0,10,0,1010,0,1,13866,0,3633,1,1,0,578,45,0
295,,22,0,679,139,7,18278,1.0,30,-352.0,10,0,1080,0,0,13867,0,826,0,2,0,578,45,0
334,415.0,22,1,679,139,7,18279,1.0,30,-343.0,9,0,1010,0,1,13868,0,2908,1,1,0,577,45,0
322,2943.0,22,2,679,139,7,18279,1.0,30,-343.0,9,0,1010,0,1,13869,0,3771,1,1,0,577,45,0
334,769.0,22,1,679,139,7,18279,1.0,30,-352.0,10,0,1010,0,1,13870,0,4257,1,1,0,578,45,0
374,36196.0,22,6,679,139,7,18280,1.0,30,-343.0,9,0,1010,0,1,13871,0,2747,1,1,0,577,45,0
322,2023.0,22,1,679,139,7,18280,1.0,30,-343.0,9,0,1010,0,1,13872,0,4251,1,1,0,577,45,0
374,38077.0,22,1,679,139,7,18281,1.0,30,-343.0,9,0,1010,0,1,13873,0,2739,1,1,0,577,45,0
395,11976.0,22,2,679,139,7,18281,1.0,30,-343.0,9,0,1010,0,1,13874,0,2739,1,1,0,577,45,0
349,46519.0,22,4,679,139,7,18281,1.0,30,-343.0,9,0,1010,0,1,13875,0,4155,1,1,0,577,45,0
349,500.0,22,1,679,139,7,18282,1.0,30,-343.0,9,0,1010,0,1,13876,0,3881,1,1,0,577,45,0
349,3500.0,22,1,679,139,7,18282,1.0,30,-343.0,9,0,1010,0,1,13877,0,3889,1,1,0,577,45,0
349,3311.0,22,1,679,139,7,18282,1.0,30,-343.0,9,0,1010,0,1,13878,0,2760,1,1,0,577,45,0
349,2895.0,22,1,679,139,7,18283,1.0,30,-352.0,10,0,1010,0,1,13801,0,4454,1,1,0,578,45,0
349,79006.0,22,3,679,139,7,18283,1.0,30,-343.0,9,0,1010,0,1,13802,0,2736,1,1,0,577,45,0
11,1500.0,22,1,679,139,7,18284,1.0,30,-343.0,9,0,1010,0,1,13879,0,2895,1,1,0,577,45,0
395,4091.0,22,2,679,139,7,18284,1.0,30,-343.0,9,0,1010,0,1,13880,0,2895,1,1,0,577,45,0
384,5948.0,22,1,679,139,7,18284,1.0,30,-352.0,10,0,1010,0,1,13881,0,2895,1,1,0,578,45,0
347,,22,0,679,139,7,18285,1.0,30,-352.0,10,0,1080,0,0,13882,0,658,0,2,0,578,45,0
378,2800.0,22,1,679,139,7,18285,1.0,30,-343.0,9,0,1010,0,1,13883,0,4017,1,1,0,577,45,0
295,20597.0,22,3,679,139,7,18285,1.0,30,-343.0,9,0,1010,0,1,13884,0,2902,1,1,0,577,45,0
352,16000.0,22,1,679,139,7,18286,1.0,30,-352.0,10,0,1010,0,1,13885,0,2741,1,1,0,578,45,0
349,,22,0,679,139,7,18286,1.0,30,-352.0,10,0,1080,0,0,13886,0,708,0,2,0,578,45,0
334,592.0,22,1,679,139,7,18287,1.0,30,-343.0,9,0,1010,0,1,13887,0,4158,1,1,0,577,45,0
295,20939.0,22,4,679,139,7,18287,1.0,30,-343.0,9,0,1010,0,1,13888,0,3409,1,1,0,577,45,0
334,2720.0,22,1,679,139,7,18287,1.0,30,-343.0,9,0,1010,0,1,13889,0,3869,1,1,0,577,45,0
372,,22,0,679,139,7,18288,1.0,30,-352.0,10,0,1080,0,0,13890,0,4183,0,2,0,578,45,0
372,22536.0,22,3,679,139,7,18288,1.0,30,-352.0,0,0,1010,0,1,13891,0,4183,1,1,0,567,45,0
395,5457.0,22,2,679,139,7,18288,1.0,30,-352.0,0,0,1010,0,1,13892,0,4147,1,1,0,567,45,0
374,24852.0,22,3,679,139,7,18289,1.0,30,-352.0,0,0,1010,0,1,13893,0,3933,1,1,0,567,45,0
368,12500.0,22,1,679,139,7,18289,1.0,30,-352.0,0,0,1010,0,1,13894,0,2754,1,1,0,567,45,0
334,1905.0,22,2,679,139,7,18289,1.0,30,-352.0,0,0,1010,0,1,13895,0,4254,1,1,0,567,45,0
12,51324.0,22,3,679,139,7,18290,1.0,30,-352.0,0,0,1010,0,1,13896,0,2901,1,1,0,567,45,0
371,12500.0,22,1,679,139,7,18290,1.0,30,-352.0,0,0,1010,0,1,13897,0,4024,1,1,0,567,45,0
341,3500.0,22,1,679,139,7,18291,1.0,30,-352.0,0,0,1010,0,1,13898,0,3882,1,1,0,567,45,0
349,1500.0,22,1,679,139,7,18291,1.0,30,-352.0,0,0,1010,0,1,13899,0,2738,1,1,0,567,45,0
357,56040.0,22,3,679,139,7,18291,1.0,30,-352.0,0,0,1010,0,1,13900,0,2738,1,1,0,567,45,0
321,2788.0,22,1,679,139,7,18292,1.0,30,-352.0,0,0,1010,0,1,13901,0,3342,1,1,0,567,45,0
295,5850.0,22,2,679,139,7,18292,1.0,30,-352.0,10,0,1010,0,1,13902,0,3926,1,1,0,578,45,0
353,1259971.0,22,2,679,139,7,18292,1.0,30,-352.0,10,0,1010,0,1,13903,0,2513,1,1,0,578,45,0
353,,22,0,679,139,7,18293,1.0,30,-352.0,10,0,1080,0,0,13904,0,442,0,2,0,578,45,0
353,1819350.0,22,4,679,139,7,18293,1.0,30,-352.0,10,0,1010,0,1,13905,0,442,1,1,0,578,45,0
353,,22,0,679,139,7,18294,1.0,30,-343.0,9,0,1080,0,0,13839,0,442,0,2,0,577,45,0
353,,22,0,679,139,7,18294,1.0,30,-343.0,9,0,1080,0,0,13840,0,442,0,2,0,577,45,0
353,11232.0,22,3,679,139,7,18294,1.0,30,-343.0,9,0,1010,0,1,13906,0,2876,1,1,0,577,45,0
353,1008.0,22,1,679,139,7,18295,1.0,30,-343.0,9,0,1010,0,1,13907,0,2864,1,1,0,577,45,0
344,,22,0,679,139,7,18295,1.0,30,-352.0,10,0,1080,0,0,13908,0,2564,0,2,0,578,45,0
344,101476.0,22,1,679,139,7,18295,1.0,30,-352.0,10,0,1010,0,1,13909,0,2864,1,1,0,578,45,0
344,,22,0,679,139,7,18296,1.0,30,-352.0,10,0,1080,0,0,13910,0,2564,0,2,0,578,45,0
344,579429.0,22,6,679,139,7,18296,1.0,30,-352.0,10,0,1010,0,1,13911,0,2888,1,1,0,578,45,0
358,4361.0,22,2,679,139,7,18297,1.0,30,-343.0,9,0,1010,0,1,13912,0,4440,1,1,0,577,45,0
475,7156.0,22,4,679,139,7,18297,1.0,30,-352.0,10,0,1010,0,1,13913,0,2632,1,1,0,578,45,0
261,,17,0,709,139,7,18298,1.0,30,-345.0,10,0,1080,0,0,13914,0,534,0,2,1,578,45,0
394,,22,0,679,139,7,18298,1.0,30,-352.0,10,0,1080,0,0,13915,0,721,0,2,0,578,45,0
394,791179.0,22,3,679,139,7,18298,1.0,30,-352.0,10,0,1010,0,1,13916,0,2878,1,1,0,578,45,0
394,727013.0,22,3,679,139,7,18299,1.0,30,-343.0,9,0,1010,0,1,13920,0,2736,1,1,0,577,45,0
295,2219.0,22,1,679,139,7,18299,1.0,30,-352.0,10,0,1010,0,1,13921,0,3799,1,1,0,578,45,0
374,,22,0,679,139,7,18299,1.0,30,-352.0,10,0,1080,0,0,13922,0,704,0,2,0,578,45,0
334,319.0,22,1,679,139,7,18300,1.0,30,-343.0,9,0,1010,0,1,13923,0,2897,1,1,0,577,45,0
322,17598.0,22,4,679,139,7,18300,1.0,30,-343.0,9,0,1010,0,1,13924,0,2750,1,1,0,577,45,0
289,3258.0,22,1,679,139,7,18301,1.0,30,-343.0,9,0,1010,0,1,13925,0,4139,0,1,0,577,45,0
441,,22,0,679,139,7,18301,1.0,30,-352.0,10,0,1080,0,0,13926,0,4521,0,2,0,578,45,0
441,104668.0,22,3,679,139,7,18301,1.0,30,-352.0,10,0,1010,0,1,13927,0,4521,1,1,0,578,45,0
0,52908.0,22,3,679,139,7,18302,1.0,30,-343.0,9,0,1010,0,1,13928,0,2803,1,1,0,577,45,0
289,2275.0,22,1,679,139,7,18302,1.0,30,-343.0,9,0,1010,0,1,13929,0,4497,0,1,0,577,45,0
334,234.0,22,1,679,139,7,18302,1.0,30,-343.0,9,0,1010,0,1,13930,0,2736,1,1,0,577,45,0
344,44768.0,22,3,679,139,7,18303,1.0,30,-343.0,9,0,1010,0,1,13932,0,2898,1,1,0,577,45,0
0,325.0,22,1,679,139,7,18303,1.0,30,-343.0,9,0,1010,0,1,13933,0,3770,0,1,0,577,45,0
341,,22,0,679,139,7,18304,1.0,30,-352.0,10,0,1080,0,0,13934,0,758,0,2,0,578,45,0
341,85791.0,22,3,679,139,7,18304,1.0,30,-352.0,10,0,1010,0,1,13935,0,2882,1,1,0,578,45,0
334,500.0,22,1,679,139,7,18304,1.0,30,-343.0,9,0,1010,0,1,13936,0,2882,1,1,0,577,45,0
322,1450.0,22,2,679,139,7,18305,1.0,30,-343.0,9,0,1010,0,1,13937,0,2738,1,1,0,577,45,0
359,94521.0,22,2,679,139,7,18305,1.0,30,-343.0,9,0,1010,0,1,13938,0,2738,1,1,0,577,45,0
361,71159.0,22,3,679,139,7,18305,1.0,30,-343.0,9,0,1010,0,1,13939,0,2738,1,1,0,577,45,0
234,1561.0,22,2,679,139,7,18306,1.0,30,-343.0,9,0,1010,0,1,13940,0,4180,1,1,0,577,45,0
295,13870.0,22,2,679,139,7,18306,1.0,30,-343.0,9,0,1010,0,1,13941,0,565,1,1,0,577,45,0
295,1795.0,22,2,679,139,7,18306,1.0,30,-343.0,9,0,1010,0,1,13942,0,513,1,1,0,577,45,0
334,616.0,22,1,679,139,7,18307,1.0,30,-343.0,9,0,1010,0,1,13943,0,2756,1,1,0,577,45,0
363,117422.0,22,3,679,139,7,18307,1.0,30,-343.0,9,0,1010,0,1,13944,0,2756,1,1,0,577,45,0
357,,22,0,679,139,7,18308,1.0,30,-352.0,10,0,1080,0,0,13945,0,2183,0,2,0,578,45,0
357,5467.0,22,5,679,139,7,18308,1.0,30,-352.0,10,0,1010,0,1,13946,0,2744,1,1,0,578,45,0
225,34103.0,22,2,679,139,7,18308,1.0,30,-343.0,9,0,1010,0,1,13947,0,2744,1,1,0,577,45,0
344,4188.0,22,2,679,139,7,18309,1.0,30,-343.0,9,0,1010,0,1,13948,0,4368,1,1,0,577,45,0
334,579.0,22,1,679,139,7,18309,1.0,30,-343.0,9,0,1010,0,1,13949,0,2887,1,1,0,577,45,0
369,10000.0,22,1,679,139,7,18309,1.0,30,-343.0,9,0,1010,0,1,13950,0,2887,1,1,0,577,45,0
344,6000.0,22,1,679,139,7,18310,1.0,30,-352.0,10,0,1010,0,1,13951,0,2878,1,1,0,578,45,0
457,945000.0,22,2,679,139,7,18310,1.0,30,-183.0,9,0,1010,0,1,13952,0,2878,1,1,0,577,45,0
457,22000.0,22,1,679,139,7,18311,1.0,30,-183.0,9,0,1010,0,1,13953,0,2743,1,1,0,577,45,0
337,80232.0,22,5,679,139,7,18311,1.0,30,-343.0,9,0,1010,0,1,13954,0,2748,1,1,0,577,45,0
395,16608.0,22,4,679,139,7,18311,1.0,30,-343.0,9,0,1010,0,1,13955,0,2748,1,1,0,577,45,0
322,7235.0,22,2,679,139,7,18312,1.0,30,-343.0,9,0,1010,0,1,13956,0,2749,1,1,0,577,45,0
322,4967.0,22,2,679,139,7,18312,1.0,30,-343.0,9,0,1010,0,1,13957,0,3264,1,1,0,577,45,0
317,6145.0,22,2,679,139,7,18312,1.0,30,-352.0,10,0,1010,0,1,13958,0,3800,1,1,0,578,45,0
449,,22,0,679,139,7,18313,1.0,30,-352.0,10,0,1080,0,0,13959,0,3700,0,2,0,578,45,0
449,,22,0,679,139,7,18313,1.0,30,-352.0,10,0,1080,0,0,13960,0,3700,0,2,0,578,45,0
449,,22,0,679,139,7,18314,1.0,30,-343.0,9,0,1080,0,0,13961,0,3700,0,2,0,577,45,0
449,,22,0,679,139,7,18314,1.0,30,-343.0,9,0,1080,0,0,13962,0,3700,0,2,0,577,45,0
449,2288403.0,22,7,679,139,7,18314,1.0,30,-352.0,10,0,1010,0,1,13963,0,3700,1,1,0,578,45,0
449,,22,0,679,139,7,18315,1.0,30,-352.0,10,0,1080,0,0,13964,0,3700,0,2,0,578,45,0
449,,22,0,679,139,7,18315,1.0,30,-352.0,10,0,1080,0,0,13965,0,3700,0,2,0,578,45,0
449,438802.0,22,5,679,139,7,18315,1.0,30,-352.0,10,0,1010,0,1,13966,0,3700,1,1,0,578,45,0
449,214760.0,22,2,679,139,7,18316,1.0,30,-343.0,9,0,1010,0,1,13967,0,3700,1,1,0,577,45,0
383,29950.0,22,2,679,139,7,18316,1.0,30,-343.0,9,0,1010,0,1,13968,0,4269,1,1,0,577,45,0
365,11637.0,22,3,679,139,7,18316,1.0,30,-343.0,9,0,1010,0,1,13969,0,4272,1,1,0,577,45,0
334,160.0,22,1,679,139,7,18317,1.0,30,-343.0,9,0,1010,0,1,13931,0,2741,1,1,0,577,45,0
8,19615.0,22,2,679,139,7,18317,1.0,30,-343.0,9,0,1010,0,1,13970,0,3792,1,1,0,577,45,0
475,12658.0,22,3,679,139,7,18318,1.0,30,-343.0,9,0,1010,0,1,13971,0,4370,1,1,0,577,45,0
378,20603.0,22,3,679,139,7,18318,1.0,30,-343.0,9,0,1010,0,1,13972,0,2864,1,1,0,577,45,0
368,7000.0,22,1,679,139,7,18318,1.0,30,-352.0,10,0,1010,0,1,13973,0,4150,1,1,0,578,45,0
380,,22,0,679,139,7,18319,1.0,30,-352.0,10,0,1080,0,0,13974,0,272,0,2,0,578,45,0
380,,22,0,679,139,7,18319,1.0,30,-352.0,10,0,1080,0,0,13975,0,272,0,2,0,578,45,0
380,117918.0,22,6,679,139,7,18319,1.0,30,-352.0,10,0,1010,0,1,13976,0,2901,1,1,0,578,45,0
356,1000.0,22,1,679,139,7,18320,1.0,30,-352.0,10,0,1010,0,1,13977,0,2825,1,1,0,578,45,0
374,12988.0,22,3,679,139,7,18320,1.0,30,-343.0,9,0,1010,0,1,13978,0,2991,1,1,0,577,45,0
225,16003.0,22,2,679,139,7,18321,1.0,30,-343.0,9,0,1010,0,1,13979,0,2899,1,1,0,577,45,0
224,4987.0,22,2,679,139,7,18321,1.0,30,-343.0,9,0,1010,0,1,13980,0,4138,1,1,0,577,45,0
344,11587.0,22,4,679,139,7,18321,1.0,30,-343.0,9,0,1010,0,1,13981,0,2899,1,1,0,577,45,0
334,337.0,22,1,679,139,7,18322,1.0,30,-343.0,9,0,1010,0,1,13982,0,3721,1,1,0,577,45,0
383,27523.0,22,3,679,139,7,18322,1.0,30,-343.0,9,0,1010,0,1,13983,0,2865,1,1,0,577,45,0
358,18756.0,22,2,679,139,7,18322,1.0,30,-343.0,9,0,1010,0,1,13984,0,2871,1,1,0,577,45,0
368,4000.0,22,1,679,139,7,18323,1.0,30,-343.0,9,0,1010,0,1,13985,0,3940,1,1,0,577,45,0
334,154.0,22,1,679,139,7,18323,1.0,30,-343.0,9,0,1010,0,1,13986,0,2887,1,1,0,577,45,0
322,5598.0,22,2,679,139,7,18324,1.0,30,-343.0,9,0,1010,0,1,13988,0,2766,1,1,0,577,45,0
358,2500.0,22,1,679,139,7,18324,1.0,30,-343.0,9,0,1010,0,1,13989,0,4381,1,1,0,577,45,0
295,4446.0,22,2,679,139,7,18324,1.0,30,-343.0,9,0,1010,0,1,13990,0,2771,1,1,0,577,45,0
357,3000.0,22,1,679,139,7,18325,1.0,30,-343.0,9,0,1010,0,1,13991,0,4262,1,1,0,577,45,0
374,60385.0,22,3,679,139,7,18325,1.0,30,-343.0,9,0,1010,0,1,13992,0,3635,1,1,0,577,45,0
